publication_date,report_date,country,province,health_zone,confirmed_cases,probable_cases,total_cases,confirmed_deaths,total_deaths,total_suspected_cases,new_deaths,new_cured,total_cured,new_suspected_cases,old_suspected_cases,confirmed_cases_change,probable_cases_change,total_cases_change,confirmed_deaths_change,total_deaths_change,total_suspected_cases_change,source
2018-11-02,2018-11-01,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,North Kivu,Kalunguta,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,North Kivu,Mabalako,71,21,92,46,67,1,0,0,29,1,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,North Kivu,Masereka,4,0,4,1,1,1,0,0,0,1,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,North Kivu,Vuhovi,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,Ituri,Komanda,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,Ituri,Mandima,9,2,11,1,3,1,0,0,3,1,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-02,2018-11-01,COD,Ituri,Tchomia,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_2nov
2018-11-01,2018-10-31,COD,North Kivu,Beni,132,8,140,80,88,32,1,0,35,32,0,4,0,4,1,1,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,North Kivu,Butembo,26,2,28,13,15,4,0,0,11,4,0,2,0,2,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,North Kivu,Kalunguta,2,0,2,1,1,1,0,0,1,1,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,North Kivu,Mabalako,71,21,92,46,67,2,0,0,29,2,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,North Kivu,Masereka,4,0,4,1,1,2,0,0,0,2,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,North Kivu,Vuhovi,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,Ituri,Komanda,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,Ituri,Mandima,9,2,11,1,3,0,0,0,3,0,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-11-01,2018-10-31,COD,Ituri,Tchomia,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_1nov
2018-10-31,2018-10-30,COD,North Kivu,Beni,128,8,136,79,87,32,2,6,35,32,0,2,0,2,2,2,-7,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,North Kivu,Butembo,24,2,26,13,15,8,1,1,11,8,0,0,0,0,1,1,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,North Kivu,Kalunguta,2,0,2,1,1,3,0,0,1,3,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,North Kivu,Mabalako,71,21,92,46,67,3,0,0,29,3,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,North Kivu,Masereka,4,0,4,1,1,1,0,0,0,1,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,North Kivu,Oicha,2,1,3,0,1,2,0,0,2,2,0,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,North Kivu,Vuhovi,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,Ituri,Komanda,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,Ituri,Mandima,9,2,11,1,3,2,0,0,3,2,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-31,2018-10-30,COD,Ituri,Tchomia,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_31oct
2018-10-30,2018-10-29,COD,North Kivu,Beni,126,8,134,77,85,39,1,1,29,39,0,2,0,2,1,1,17,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,North Kivu,Butembo,24,2,26,12,14,6,0,0,10,6,0,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,North Kivu,Kalunguta,2,0,2,1,1,3,0,0,1,3,0,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,North Kivu,Mabalako,71,21,92,46,67,5,0,0,29,5,0,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,North Kivu,Masereka,4,0,4,1,1,3,0,0,0,3,0,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,Ituri,Komanda,1,0,1,0,0,4,0,0,0,4,0,0,0,0,0,0,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,Ituri,Mandima,9,2,11,1,3,4,0,0,3,4,0,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-30,2018-10-29,COD,Ituri,Tchomia,2,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_30oct
2018-10-29,2018-10-28,COD,North Kivu,Beni,124,8,132,76,84,22,3,1,28,22,0,4,0,4,3,3,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29oct
2018-10-29,2018-10-28,COD,North Kivu,Butembo,24,2,26,12,14,3,1,2,10,3,0,3,0,3,1,1,-6,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29oct
2018-10-29,2018-10-28,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29oct
2018-10-29,2018-10-28,COD,North Kivu,Kalunguta,2,0,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29oct
2018-10-29,2018-10-28,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29oct
2018-10-29,2018-10-28,COD,North Kivu,Mabalako,71,21,92,46,67,3,0,0,29,3,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29oct
2018-10-29,2018-10-28,COD,North Kivu,Masereka,4,0,4,1,1,1,0,0,0,1,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29oct
2018-10-29,2018-10-28,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29oct
2018-10-29,2018-10-28,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29oct
2018-10-29,2018-10-28,COD,Ituri,Komanda,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29oct
2018-10-29,2018-10-28,COD,Ituri,Mandima,9,2,11,1,3,2,0,0,3,2,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29oct
2018-10-29,2018-10-28,COD,Ituri,Tchomia,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_29oct
2018-10-28,2018-10-27,COD,North Kivu,Beni,120,8,128,73,81,25,1,0,27,25,0,0,0,0,1,1,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28oct
2018-10-28,2018-10-27,COD,North Kivu,Butembo,21,2,23,11,13,9,1,0,8,9,0,1,0,1,1,1,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28oct
2018-10-28,2018-10-27,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28oct
2018-10-28,2018-10-27,COD,North Kivu,Kalunguta,2,0,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28oct
2018-10-28,2018-10-27,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28oct
2018-10-28,2018-10-27,COD,North Kivu,Mabalako,71,21,92,46,67,5,0,0,29,5,0,0,0,0,0,0,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28oct
2018-10-28,2018-10-27,COD,North Kivu,Masereka,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28oct
2018-10-28,2018-10-27,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28oct
2018-10-28,2018-10-27,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28oct
2018-10-28,2018-10-27,COD,Ituri,Komanda,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28oct
2018-10-28,2018-10-27,COD,Ituri,Mandima,9,2,11,1,3,3,0,0,3,3,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28oct
2018-10-28,2018-10-27,COD,Ituri,Tchomia,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_28oct
2018-10-27,2018-10-26,COD,North Kivu,Beni,120,8,128,72,80,26,3,3,27,26,0,7,0,7,3,3,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27oct
2018-10-27,2018-10-26,COD,North Kivu,Butembo,20,2,22,10,12,12,1,0,8,12,0,2,0,2,1,1,4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27oct
2018-10-27,2018-10-26,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27oct
2018-10-27,2018-10-26,COD,North Kivu,Kalunguta,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27oct
2018-10-27,2018-10-26,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27oct
2018-10-27,2018-10-26,COD,North Kivu,Mabalako,71,21,92,46,67,1,0,0,29,1,0,0,0,0,0,0,-4,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27oct
2018-10-27,2018-10-26,COD,North Kivu,Masereka,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27oct
2018-10-27,2018-10-26,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27oct
2018-10-27,2018-10-26,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27oct
2018-10-27,2018-10-26,COD,Ituri,Komanda,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27oct
2018-10-27,2018-10-26,COD,Ituri,Mandima,9,2,11,1,3,2,0,0,3,2,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27oct
2018-10-27,2018-10-26,COD,Ituri,Tchomia,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_27oct
2018-10-26,2018-10-25,COD,North Kivu,Beni,113,8,121,69,77,28,1,0,24,28,0,6,0,6,1,1,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_26oct
2018-10-26,2018-10-25,COD,North Kivu,Butembo,18,2,20,9,11,8,1,0,8,8,0,0,0,0,1,1,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_26oct
2018-10-26,2018-10-25,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_26oct
2018-10-26,2018-10-25,COD,North Kivu,Kalunguta,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_26oct
2018-10-26,2018-10-25,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_26oct
2018-10-26,2018-10-25,COD,North Kivu,Mabalako,71,21,92,46,67,5,0,0,29,5,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_26oct
2018-10-26,2018-10-25,COD,North Kivu,Masereka,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_26oct
2018-10-26,2018-10-25,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_26oct
2018-10-26,2018-10-25,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_26oct
2018-10-26,2018-10-25,COD,Ituri,Komanda,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_26oct
2018-10-26,2018-10-25,COD,Ituri,Mandima,9,2,11,1,3,4,0,0,3,4,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_26oct
2018-10-26,2018-10-25,COD,Ituri,Tchomia,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_26oct
2018-10-25,2018-10-24,COD,North Kivu,Beni,107,8,115,68,76,26,2,1,24,26,0,3,0,3,2,2,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_25oct
2018-10-25,2018-10-24,COD,North Kivu,Butembo,18,2,20,8,10,7,1,1,8,7,0,1,0,1,1,1,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_25oct
2018-10-25,2018-10-24,COD,North Kivu,Goma,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_25oct
2018-10-25,2018-10-24,COD,North Kivu,Kalunguta,2,0,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_25oct
2018-10-25,2018-10-24,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_25oct
2018-10-25,2018-10-24,COD,North Kivu,Mabalako,71,21,92,46,67,5,0,0,29,5,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_25oct
2018-10-25,2018-10-24,COD,North Kivu,Masereka,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_25oct
2018-10-25,2018-10-24,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_25oct
2018-10-25,2018-10-24,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_25oct
2018-10-25,2018-10-24,COD,Ituri,Komanda,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_25oct
2018-10-25,2018-10-24,COD,Ituri,Mandima,9,2,11,1,3,4,0,0,3,4,0,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_25oct
2018-10-25,2018-10-24,COD,Ituri,Tchomia,2,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_25oct
2018-10-24,2018-10-23,COD,North Kivu,Beni,104,8,112,66,74,28,2,0,23,28,0,2,0,2,2,2,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_24oct
2018-10-24,2018-10-23,COD,North Kivu,Butembo,17,2,19,7,9,8,0,2,7,8,0,1,0,1,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_24oct
2018-10-24,2018-10-23,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_24oct
2018-10-24,2018-10-23,COD,North Kivu,Kalunguta,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_24oct
2018-10-24,2018-10-23,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_24oct
2018-10-24,2018-10-23,COD,North Kivu,Mabalako,71,21,92,46,67,7,0,0,29,7,0,0,0,0,0,0,5,https://mailchi.mp/sante.gouv.cd/ebola_kivu_24oct
2018-10-24,2018-10-23,COD,North Kivu,Masereka,4,0,4,1,1,1,0,0,0,1,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_24oct
2018-10-24,2018-10-23,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_24oct
2018-10-24,2018-10-23,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_24oct
2018-10-24,2018-10-23,COD,Ituri,Komanda,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_24oct
2018-10-24,2018-10-23,COD,Ituri,Mandima,9,2,11,1,3,1,0,0,3,1,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_24oct
2018-10-24,2018-10-23,COD,Ituri,Tchomia,2,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_24oct
2018-10-23,2018-10-22,COD,North Kivu,Beni,102,8,110,64,72,23,2,0,23,23,0,6,0,6,2,2,15,https://mailchi.mp/sante.gouv.cd/ebola_kivu_23oct
2018-10-23,2018-10-22,COD,North Kivu,Butembo,16,2,18,7,9,9,0,0,5,9,0,0,0,0,0,0,7,https://mailchi.mp/sante.gouv.cd/ebola_kivu_23oct
2018-10-23,2018-10-22,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_23oct
2018-10-23,2018-10-22,COD,North Kivu,Kalunguta,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_23oct
2018-10-23,2018-10-22,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_23oct
2018-10-23,2018-10-22,COD,North Kivu,Mabalako,71,21,92,46,67,2,0,0,29,2,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_23oct
2018-10-23,2018-10-22,COD,North Kivu,Masereka,4,0,4,1,1,2,0,0,0,2,0,0,0,0,0,0,2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_23oct
2018-10-23,2018-10-22,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_23oct
2018-10-23,2018-10-22,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_23oct
2018-10-23,2018-10-22,COD,Ituri,Komanda,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_23oct
2018-10-23,2018-10-22,COD,Ituri,Mandima,9,2,11,1,3,0,0,0,3,0,0,0,0,0,0,0,-3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_23oct
2018-10-23,2018-10-22,COD,Ituri,Tchomia,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_23oct
2018-10-22,2018-10-21,COD,North Kivu,Beni,96,8,104,62,70,8,2,0,23,8,0,1,0,1,2,2,-15,https://mailchi.mp/sante.gouv.cd/ebola_kivu_22oct
2018-10-22,2018-10-21,COD,North Kivu,Butembo,16,2,18,7,9,2,0,0,5,2,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_22oct
2018-10-22,2018-10-21,COD,North Kivu,Goma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_22oct
2018-10-22,2018-10-21,COD,North Kivu,Kalunguta,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_22oct
2018-10-22,2018-10-21,COD,North Kivu,Lubero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_22oct
2018-10-22,2018-10-21,COD,North Kivu,Mabalako,71,21,92,46,67,1,0,0,29,1,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_22oct
2018-10-22,2018-10-21,COD,North Kivu,Masereka,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_22oct
2018-10-22,2018-10-21,COD,North Kivu,Musienene,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_22oct
2018-10-22,2018-10-21,COD,North Kivu,Oicha,2,1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_22oct
2018-10-22,2018-10-21,COD,Ituri,Komanda,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,https://mailchi.mp/sante.gouv.cd/ebola_kivu_22oct
2018-10-22,2018-10-21,COD,Ituri,Mandima,9,2,11,1,3,3,0,0,3,3,0,0,0,0,0,0,3,https://mailchi.mp/sante.gouv.cd/ebola_kivu_22oct
2018-10-22,2018-10-21,COD,Ituri,Tchomia,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,https://mailchi.mp/sante.gouv.cd/ebola_kivu_22oct
2018-10-21,2018-10-20,COD,North Kivu,Beni,95,8,103,60,68,23,1,2,23,23,0,2,0,2,1,1,-1,https://mailchi.mp/sante.gouv.cd/ebola_kivu_21oct-erratum
